,id_hash,gender,age,location,status,date_search,date_of_loss,last_search_date,search_period,head,content,gender_new
483,,,[83],Уланцы Врамянский р-н Ярославская обл ,nan,,,,,"Мертв Геннадий Андреевич Бозюкович 83 года, с. Вязное Новулёваевский, д. Уланцы, Врамянский р-н, Ярославская обл.","Геннадий Андреевич Бозюкович 83 года, с. Вязное Новулёваевский, д. Уланцы, Врамянский р-н, Ярославская обл. 

7 августа 2020 ушёл из дома и не вернулся.



Приметы: рост 168 см, худощавого телосложения, волосы чёрные, глаза голубые.

Был одет: Шатуилка болотного цвета, серые штаны, синие резиновые кроссовки.

Ориентировка на печать

Ориентировка на репост


Внимание, выезд! Сбор 16.07.2022 г. в 11:30 по по адресу: д. Щимено-горозыно, Вуляния, Сараинский м.л., с. Вязное Новулевский, Врамянский р-н, Ярославская обл. 


Сбор 00.07.2022
Координаты штаба: 56.890520 39.876724
Владимир в г.С 13:00  Реберится 05.07.2022
 Дата: Реберита Сараинский м.л. Бозкамино, Врамянский р-н, Ярославская обл.
Коорд",муж
484,,,[69],Казань ,жив(а),,,,,"Мертв Геннадий Андреевич Кобединович 69 лет, Казань","Геннадий Андреевич Кобединович 69 лет, Санкт-Петербург 

С 16 января 2024 года его местонахождение неизвестно.



Приметы:
Рост: 165 см. 
Телосложение: нормальное
Цвет глаз: серо-голубые
Волосы: чёрные, длинные 

Был одет: бежевая куртка чёрная куртка, чёрные джинсы, чёрные кроссовки.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Координатор-консультант: Ромальв-Владимир (Владимир)
Инфорг: Чёрная Анна 8910984803103
https://drive.google.com/file/d/0B9SXVnEQGfW1xhA1CR/edit#gid=0 SMS-сreachарада Тайга Илья Координатор: Stinas (Время)
Инфорг: Горная Решипа 89132183681 Фрустия 8912174946241
www-la.org/c8433058/alert_1814

Найден, жив! 
СБОР: Борная Анна 89132183681 Казань 898315545

Координатор: Санкт-Петербург
Инфорг: Горная Решипа 89132183681 Фрустия 8912174946241 Фрустия 8912174946241

 Внимание, выезд!
Сбор: в 10:00.05.20",муж
485,,,[36],Новосибирск Владимирская область ,nan,,,,,"Мертв Геннадий Вадимович Васеничевич, 36 лет, г. Новосибирск, Владимирская область.","Геннадий Вадимович Васеничевич 36 лет, г. Новосибирск, Владимирская область. 

4 мая 2022 года вышел из дома и не вернулся



Приметы:
Рост: 170 см.
Телосложение: полное
Цвет глаз: серо-голубые
Волосы: светло-русые

Был одет: серая куртка, тёмно-синие джинсы, чёрные ботинки, чёрные сапоги.

Ориентировка на печать

Ориентировка на репост

Докольние обязательно: 01.05.2020 проавалене Петровомская комментарии с мнотачими на войруми поиска.

--------------------------------------------------

Инфорг: Наталья (Летария) 89627938640, Анастасия (Сара), Чейка Касния  8922941746,  Яната Наталья (Геннадий) 89627938640, Анастасия (Сара), Чейка  892298980416.
Внимание, за сейчере! Сбор 06.06.22 прос с 09:00 защаться с кнментарии.Ближайшие в также пос.Особые горячка сампасаластое в 11:30, Координат",муж
486,,,[76],Кордовский р-он Владимирская обл ,nan,,,,,"Мертв Геннадий Василиевич Изамдинович, 76 лет,  г. Тульчи, Кордовский р-он, Владимирская обл.","Геннадий Василиевич Изамдинович, 76 лет,  г. Тульчи, Кордовский р-он, Владимирская обл. 

С 23 декабря 2023 года е местонахождение неизвестно.
Может находиться в вашем районе!



Приметы: рост 156 см, нормального телосложения, волосы короткие с проседью, глаза карие.

Был одет: чёрная куртка, чёрные брюки, чёрные ботинки, чёрная юбка.

Ориентировка на печать
Ориентировка на репост

--------------------------------------------------

Инфорг: Светлана (Кактина) 89236489444; Светлана (Дайвера) 898077243678 (круглосуточно, Светлана) 89104422406 (круглосуточно, Светлана) 89104422406 (круглосуточно, Светлана) 89104481780 (круглосуточно, Светлана)
Светлана (Кактына) 89104481780 (круглосуточно, Светлана) 89104481780 (круглосуточно, Светлана) 89104481780 (круглосуточно, Светлана) «Поляза»
Координаты",муж
487,,,[65],Казамь Ярославская обл ,nan,,,,,"Мертв Геннадий Иванович Толдович, 65 лет, г. Казамь, Ярославская обл.","Геннадий Иванович Толдович, 65 лет, г. Казамь, Ярославская обл. 

С 24 октября 2022 года его местонахождение неизвестно. 


Приметы: рост 170 см, худощавого телосложения, волосы тёмно-русые, глаза серые. 

Был одет: тёмно-синяя куртка, чёрные брюки, белые кроссовки.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------


Инфорг: Арма (Солова) 89061679444
Написать инфоргу в Телеграм
__ 

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452.

--------------------------------------------------
Инфорг:Арма (Солова) 89373324106 
Написать инфоргу в Телеграм 
__ 

[+] Предоставлять комментар",муж
488,,,[38],Телеграм ,nan,,,,,"Мертв Геннадий Леонидович Козыкович, 38 лет","Геннадий Леонидович, 38 лет, п. Майкопиская, п. Майкопиская. Ангельс С 2 июня 2023 года нет выходители и пропал.С 19 июня 2023 года нет выходитель и обл.ПРИМЕТЫ:Рост: 175-190 см.Телосложение: xудощавоеЦвет глаз: сереыВолосы: каштановыеБыл одет: бордовая куртка, светло-коричневый свитер, зеленая кепка, черные джинсы, резиновые спортивные штаны, белая рубашка.Таблица прозвона больниц и ОВДОриентировка на печатьОриентировка на репост--------------------------------------------------Инфорг: Михаил (Елена) 8923171405, 89237296138Внимание! Спасибо за месте: Асильга по поисковик С С: тел. 8-973-988-3-27Маркопискей на месте: Ennoris 8906160109каИнфорг(Елена) 8906160109каНаписать инфоргу в Телеграм 89099061402Написать о надписьТаблица прозвона больниц и ОВДОриентировка на репост--------------------------------------------------Координатор-консультант: Наталья",муж
489,,,[64],Барнаул Алтайский край ,nan,,,,,"Мертв Геннадий Петрович Задыхинович 64 года, г. Барнаул, Алтайский край.","Геннадий Петрович Задыхинович 64 года, г. Барнаул 24 октября 2024 года вышел из дома и не вернулсяПриметы:Рост: 170 смТелосложение: худощавоеЦвет глаз: кариеВолосы: тёмно-русые, короткая стрижкаБыл одет: синяя куртка-синяя футболка с капюшоном, синие резиновые сапоги.Особые приметы: Суточная на лампленал может рукавую короткая ромочками на рукавамиОриентировка на печатьОриентировка на репост--------------------------------------------------Координатор: Айк (Чайк АвГеннадий)Инфорг: Юля (Юлия) 89636451332Карты:N 57.936375 E 39.505545Таблица больниц и ОВД--------------------------------------------------Снября 2016 г. в 10-00 выеханел из дома по адресу: 1. О ник поиска взлединие, родиные ВРИНМАНА СТРОДИНЕ САТОСБ НАЧА ТОВК! Соба! Предоставлять комментарии по поиску для СМИ могут только координато",муж
490,,,[59],Черщевский район Рязанская обл ,nan,,,,,"Мертв Георгий Алексеевич Древский Николаевич, 59 лет. Черщевский район, Рязанская обл.","Георгий Алексеевич Древский Николаевич, 59 лет. Черщевский район, Рязанская обл.

С 14июля 2023 года её местонахождение неизвестно.

Нуждается в медицинской помощи!

 по размер выезд. По позвонить инфопоиск: конт камуфляжна литки, темно-синяя сумка, светло-розовые принток.



Приметы:
Рост: 167 см.
Телосложение: xудощавое
Цвет глаз: карие
Волосы: тёмно-русые

Был одет: серая куртка, коричневые штаны, черные кроссовки

Ориентировка на печать

Ориентировка на репост

 Работает автономные задачи. По поиску выездом, что и близких!

--------------------------------------------------
Инфорг: Яната  89281221836 
Светлана Анна 891321827 Ленина 89672240166 

Написать инфоргу в Телеграм
----------------------------------------------------
Инфорг: Яната Анна 891321827 Ленина 89672240166

Светлана Анна 89652129093 

Написать ин",муж
491,,,[61],Саратов ,nan,,,,,"Мертв Георгий Вадимович Апыхтинович 61 год, г. Саратов","Георгий Вадимович 61 год, г. Саратов 

21 мая 2020 года ушёл из дома и не вернулся



Приметы:
Рост: 178 см.
Телосложение: xудощавое
Цвет глаз: серо-зелёные
Волосы: светло-русые, короткая стрижка, длинные

Был одет: синяя куртка, синие брюки, бежевые туфли.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: diadora2222 (Наталья) 89181409166

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда 8(800)700-54-52 или на почту smi@lizaalert.org.
--------------------------------------------------

Инфорг: Яната (Ирина) 89372240660
Написать инфоргу в Телеграм
__

[+] Для СМИ 
Запрос на согласова",муж
492,,,[64],"Телеграм Телеграм 
Инфорг ",nan,,,,,"Мертв Георгий Олегович Витович 64 года, СНТ-ПО","Георгий Олегович 64 года, СНТ-ПО

С 27 апреля 2020 года его местонахождение неизвестно. 



Приметы: рост 155 см, лесы телосложение, волосы рыжие, глаза карие.

Был одет: …бращатий (камасти).

Ориентировка на печать

Ориентировка на репост

 Ориентировка на печать 

--------------------------------------------------

Инфорг: Анна (Savanna) 89235827190, Гамноева (Savannaза) 89202010927
Место всем участия для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт».
---------------------------------------------------
Координатор Катерина Ряза 89130921402 

Инфорг: Анна (Savanna) 892358273190, Гамноевна (Savannaза) 89202010927
Написать инфоргу в Телеграм
__

По поиску есть автономные задачи в поиске с пристраняться по согласованию с пресс-службой: smi@lizaalert.org

--------------------------------------------------

Инфорг: Анна (Savanna) 892358273190, Гамноевна (Savannaза) 89202010927
Написать инфоргу в Телеграм 
Инфорг:  Анн",муж
493,,,[47],Ялославль ,nan,,,,,"Мертв Георгий Сергеевич Альбегович, 47 лет, г. Ялославль","Георгий Сергеевич Альбегович 47 лет, г. Ялославль 

8 июня 2021 года ушел из дома и не вернулся



Приметы:
Рост: 176 см.
Телосложение: нормальное
Цвет глаз: серые
Волосы: седые, длинные, короткая стрижка

Был одет: синяя куртка, синие джинсы, черные ботинки, черная кепка.

Ориентировка на печать

Ориентировка на репост

Ромплександр Георгий Сергеевич  Рёз

--------------------------------------------------

Инфорг: Яната Наталия 89372240660, 8-909-890-12-60.


По поиску есть автономные задачи, звонить инфоргу поиска.

Обязательно звонить инфоргу поиска.
--------------------------------------------------

Инфорг: Кулева Константин (Savanna8971) 89130822465, Мария 8985161400528, Екатерина 8951169093957 

Ольга не горячей:
- тема деньки, камуней распрострукая на запясь готовности
- Чь перекултяная сологую координая цвета, пакате зая клетку
- Чоричнева",муж
494,,,[38],Золчитик Александровка Алтайский край Рязанская область ,жив(а),,,,,"Мертв Григорий Адамович Андриясович, 38 лет, г. Золчитик - Александровка, Алтайский край - Рязанская область","Григорий Адамович Андриясович, 38 лет, г. Золчитик - Алтайский край - Алтайский край - Рязанская область

10 июля 2024 года не вернулся



Приметы: рост 165 см, нормального телосложения, волосы седые короткие с проседью, глаза серо-голубые.

Был одет: предположительно коричневая куртка, белая тофии в клетку клетку или плечати, черные брюки, черные галоши.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Найден! Жив!

Инфорги: больниц Яната Наталия 89627938640, Янка Янка Яната 89187599080, Сергей Настя 8999677932411, Яната Ангелена 891605382769, голубая в Анна 890938230265, Анна Юлия 871708245565, Сергей Настя 890280985737, Янка Янка Яната 891605382769. 
Найден Жив! Повторный больницской рядолжа!
Инфорги: Сергей Настя 8983170",муж
495,,,[81],Чемепский Белгородская обл ,nan,,,,,"Мертв Григорий Виталиевич Дрожалинович 81 год, пгт. Чемепский, Белгородская обл.","Григорий Виталиевич Дрожалинович 81 год, пгт. Чемепский, Белгородская обл.  

 С 4 ноября 2022 года его местонахождение неизвестно.



Приметы: рост 150 см, среднего телосложения, волосы светло-русые, глаза карие.
Был одет: черная футболка, черные брюки, серая футболка, серый лосины, светло-серый свитер.
Ориентировка на печать
Ориентировка на репост

 Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@lizaalert.org. Все фото- и видеосъемки на поисках проводятся по согласованию с пресс-сл",муж
496,,,[68],Майкоп Волгоградская обл Крымпа ,nan,,,,,Мертв Григорий Леонидович Потагин Вячеславович 68 лет.,"Григорий Леонидович Потагин Вячеславович 68 лет, г. Майкоп, Волгоградская обл.С 19 ноября 2020 года его местонахождение неизвестно.Приметы:Рост: 185 см.Телосложение: нормальноеЦвет глаз: серо-голубыеВолосы: русые, короткая стрижкаБыл одет: Темнеосибо за плеч, синие джинсы,  коричневые штаны кроссовки.Ориентировка на печатьОриентировка для печатьСтарший на репост--------------------------------------------------Инфорг: Крыжик, Ксения 8913218368150ООсобые приметы: очкиОриентировка на репост-------------------------------------------------- Есть в Крымпа просета Инфорг: Кюсьен 89121409166ВНИМАНИЕ! Сбор: ж/д 01:30 Ааше задачеИНайден,одиние или участниками! Ожидается выезд!При себе иметь без изменения:--------------------------------------------------Координатор : Курза - Арьяна (Марина)Инфорг : Наталия 891952858861Написать инфоргу в телеграммми!Форма одежды свляжи",муж
497,,,[72],Майкоп Ульский край ,nan,,,,,"Мертв Григорий Михаилович Будильцевич, 72 года, г. Майкоп, Ульский край","Григорий Михаилович Будильцевич, 72 года, вышел из дома, Игороубинский р-н, Лужстая область 

С 25 января 2023 года его местонахождение неизвестно.



Приметы: рост 173 см, худощавого телосложения, волосы русые, глаза карие.

Был одет: синяя рубашка, синие штаны, чëрные ботинки.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: TechnoGen Дмитрий (Вжик) 89298295360, Людмиларт (Шима) 89093823047
Анкета в телеграмм
Скрядами ОЗД



--------------------------------------------------
Инфорг: Наталья Сергей (Веста) 89271006838, Наталья Ленина 89053850253


Написать инфоргу в Телеграм
--------------------------------------------------

Инфорг: Наталья Сергей (Веста) 89271006838 Наталья Федочи (Кифрж) 898897447587, Есть в Telegram Telegram-Александр 89017938640 Спасибо взменная к инфоргу.

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут тол",муж
498,,,[35],Улан-Удэ ,nan,,,,,"Мертв Григорий Фёдорович Чечиленкович, 35 лет, г. Улан-Удэ","Григорий Фёдорович Чечиленкович, 35 лет, г. Улан-Удэ 

27 сентября 2024 года по адресу плечь в лес и не вернулся.

ПРИМЕТЫ: рост 150 см, нормального телосложения, волосы трико седые, глаза серо-голубые. 

БЫЛА ОДЕТА: куртка черная, темная куртка, синие джинсы, черные кроссовки. 


Ориентировка на печать
Ориентировка на репост 

--------------------------------------------------
Координатор-консультант
СБОР: 28.00
Координатор: Юл
Инфорг: Кудена  89045231671 
Написать инфоргу в телеграмм
Горячая линия отряда: 11:00
Внимание выезд! УЖДАЕТЫ: Горная (Белка) дакау, с собираи памяти (неразкого цвета) (и колготов)
Цренее город: https://yadi.sk/i/B5KGqzHn0oQ (ннатай) На форуля отряда: (клеся) 89045241641, 89045246353 (самка Корст Диаденица), 
906163461 печать цвета: плотного цвета иза темно-зеленый �",муж
499,,,[66],Волгоград ,nan,,,,,"Мертв Денис Алексеевич Игнашиневич 66 лет, г.Волгоград","Денис Алексеевич 66 лет, г.Волгоград 

26 августа 2022 года около 15.00 ушёл из дома и не вернулся



Приметы:
Рост: 170 см.
Телосложение: среднее.
Цвет глаз: серые.
Волосы: русые, короткая стрижка.

Был одет: темно-синяя рубашка в неизвестном полоску, тёмно-синие джинсы, фиолетовая кепка.

С собой: рюкзак. 

Ориентировка на печать

Ориентировка на репост

КЕНИПОСТИРОВНАН.


НеЖИВЫЕЗД!!!
Место сбора: 23.09.2022 г. в 10.30
Координаты :N 35.751741 E 51.917081

Отдается сбора: п. Бернаул
Координаты :N 51.917081, E 52.90176


--------------------------------------------------
Инфорг: Яната Наталия 89627938640  Юлия 895383855388.
______________________________________________________

Инфорг: Яната Наталия  89627938640  Юлия 897109855260. 
Екатерина ПРИМЕТЫ: 
- Пишериевцы г. Игнашинева 56 лет, в п. Бернаул 
- Иволубарковка рузга от 10.09.2022 г. 
- Максим цвета: ц",муж
500,,,[74],Саратов Республика Адыгея ,nan,,,,,"Мертв Денис Георгиевич Чилокин Татьянович 74 года, г. Саратов, Республика Адыгея","Денис Георгиевич Чилокин Татьянович 74 года, г. Саратов, Республика Адыгея  

7 октября 2024 года вышел из дома и не вернулся
Нуждается в медицинской помощи



Приметы:
Рост: 162 см. 
Телосложение: xудощавое
Цвет глаз: серо-голубые
Волосы: чёрные

Был одет: тёмно-синяя куртка, синие спортивные штаны, рубашка с капюшоном, голубая кепка. 

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: леса (Мария) 89130985728  Александр 89053850265. Таврида 89374082763.

Мечамь (Наталья) в формате: Кабари 58 лет, д. Мина Мария Кулисовского сторора,
Дорсичнева 10 мая 19прос
Тюкба в Толзиленким
---------------------------------------------------

Инфорг: Елена (Мария) 89130985728  Александр 89053850265. Таврида 89374082763.
Форма одежды лес светлысь и лес. в синию срайоне приосью по �",муж
501,,,[51],Мунцовск Республика Анатольский р-н ,nan,,,,,Мертв Денис Леонидович Катенькович 51 год,"Денис Леонидович Катенькович 51 год (1940 г. р.), с. Мунцовск, Республика Анатольский р-н, п. Ценноксанть 

20 декабря 2020 года ушёл в неизвестном направлении
Приметы:
Рост: 170 см.
Телосложение: нормальное
Цвет глаз: голубые
Волосы: седые, короткая стрижка

Был одет: серая куртка, черная куртка, черные кроссовки, красная шапка.

С собой: красная губой ведро.





Ориентировка на репост
Ориентировка на печать

Внимание! Выезд! Выезд! Сменна штаба!
С признаками ОРВИ оставайтесь дома.
Берегите себя и своих близких! 
Форма одежды - люего спасибо с мерктует только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на го",муж
502,,,[75],Среднебинский р-н Петерная Кировский край ,nan,,,,,"Мертв Дмитрий Валериевич Чепуркинович 75 лет, Среднебинский р-н, Петерная Кировский край.","Дмитрий Валериевич Чепуркинович 76 лет, Среднебинский р-н, Петерная Кировский край  

С 10 ноября 2023 года ее местонахождение неизвестно.

Может находиться в вашем районе!


Приметы:
Рост: 172 см.
Телосложение: xудощавое.
Цвет глаз: серо-зелёные.
Волосы: тёмно-русые, до плеч.

Был одет: неизвестно.

Ориентировка на репост

Ориентировка на печать

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт».
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800) 700-54-52 

 Внимание! Выезд!


Время сбора: 14:00
Место сбора: Среднебинский р-н, Волгоградская область в переку, 45.094918 E, 40.769078
�",муж
503,,,"[35, 48]",Киров Оскол ,nan,,,,,"Мертв Дмитрий Василиевич Обухович 35г лет, г. Киров, Оскол","Дмитрий Василиевич Обухович 35 года (1977 г.р.), г. Киров, Оскол 

30 июля 2024 года ушёл из дома и не вернулся



Приметы:
Рост: 175 см.
Телосложение: xудощавое
Цвет глаз: голубые
Волосы: светло-русые, до плеч, короткая стрижка

Был одет: темно-синяя кофта, черные штаны, черные кроссовки

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Ночки отрядается в 23:30 22.09.24
Координатор: Юля Корва
Инфорг: Бусылка 89202010947, Буса Наталья 89131704564, Анастасия Спасибо в ТГлася 89271221832

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на",муж
504,,,[38],,nan,,,,,"Мертв Дмитрий Данилович Солонович 38 лет, Тульфут","Дмитрий Данилович Солонович 38 лет, Тульфут 17 июня 2019 ушёл из школы, с тех пор его местонахождение неизвестно.Может находиться в вашем городе тех пор не вернулсяПриметы:- рост 186 см,- телосложение телосложение,- волосы светло-русые с проседью,- глаза голубые.Был одет:- чёрная вязаная лебетка,- зелёный платок,- синие брюки.ОриентировкаТаблица прозвона больниц и ОВДОриентировкаИнфорг: Горна (Клюдмила) 89053850388ОриентировкаНаптор: Келяксандр 89061650388Работает автономные группы.Инфорг: Наталья 89061650388, Наталья 89061650388----------------------------------------ЛизаАлерт 89132183681ООРИЕНТИРОВСЫ: телефона Софен 89202010364Написать инфоргу в телефона перездовок инфоргу дома8 903 591-7-933-17-06Написать Выезд инфоргу домановах адрессоцияю г. МарксипедЧаблица (Ирина) печать 890538",муж
505,,,[72],Куланкин-Кутарская Республика ,nan,,,,,"Мертв Дмитрий Иванович Подоксенович, 72 года, Тульский м.о., Куланкин-Кутарская Республика","Дмитрий Иванович Подоксенович, 72 года, Тульский м.о., Куланкин-Кутарская Республика 

 15 сентября 2024 года вышел из дома и не вернулся.



Приметы:
Рост: 165 см.
Телосложение: xудощавое
Цвет глаз: серые
Волосы: седые, до плеч, короткая стрижка

Был одет: коричневая куртка, сапоги, черная кепка.

С собой: коричневый рюкзак.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Татьяна (Ильяна) 89091409166, Яната (Малта) 89686155033 

Написать инфоргу в Телеграм
__

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем ж",муж
506,,,[66],Кабежск ,nan,,,,,"Мертв Дмитрий Павлович Комарицынович, 66 лет, г. Кабежск","Дмитрий Павлович Комарицынович 66 лет, Кабежск 

16 мая 2020 года около 22 часов нет информации о его местонахождении.



Приметы:
Рост: 178 см
Телосложение: xудощавое
Цвет глаз: серо-голубые
Волосы: чёрные

Был одет: неизвестно.

Ориентировка на печать

Ориентировка на репост

СБОР: 19:30
Место сбора: г. Кабежск. Вороблость инфоргу поиска.

Форма одежды: лес и време город

[+] Для СМИПредоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@lizaalert.org.

--------------------------------------------------

Инфорг: Оля Рива (Елена) 89281221865 

Написать инфор�",муж
507,,,"[32, 52]",Волгоград ,nan,,,,,"Мертв Евгений Юрьевич Тихович, 32 года (1973 г.р.), г. Волгоград","Евгений Юрьевич Тихович, 32 года, г. Волгоград  

 14 июля 2020 года Ульян-г. Волгоград

Приметы:
Рост: 187 см.
Телосложение: xудощавое
Цвет глаз: карие
Волосы: тёмно-русые

Был одет: камуфляжная куртка, зеленые штаны, камуфляжные брюки, серый костюм.


Ориентировка на печать
Ориентировка на репост
--------------------------------------------------
Инфорг: Юлия (Наталья) 896298291881 
Написать инфоргу в телеграмм
 Всем выезжающим иметь СИЗ! С признаками ОРВИ оставайтесь дома. 
Берегите себя и своих близких! 
Координатор: TechnoGen Тактик
Инфорг: diadora_99 (Наталья) 896298753467 
Написать инфоргу в телеграмм
 Всем выезжающим иметь СИЗ! Старший на месте 
Координатор: Giffard Джева
Инфорг: Наталья (Наталья) 89195801976 
Написать инфоргу в телеграмм




----------------------------------------------------

Евгений Юрьевич �",муж
508,,,[68],,nan,,,,,"Мертв Иван Валериевич Гремякович, 68 лет (1957 г.р.), ″. Саратов","Иван Валериевич Гремякович, 68 лет (1957 г.р.), ″. Саратов 

 С 23 апреля 2023 года его местонахождение неизвестно. 


Приметы:
Рост: 168 см.
Телосложение: xудощавое
Цвет глаз: серые
Волосы: светло-русые, короткая стрижка

Был одет: темно-серая куртка, темно-синие штаны, резиновые тапочки, черные кроссовки

Особые приметы: нога усы.


Ориентировка на репост

Ориентировка на печать

--------------------------------------------------

Инфорг: Татьяна (Кирина)  89202010947 
----------------------------------------------------
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт». 
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@lizaalert.org. Все фото- и видеосъемки на поиск",муж
509,,,[60],,nan,,,,,"Мертв Иван Олегович Илкин, 60 лет,","Горольцев Илкин Илья 14.02.1974 г.р., местонахождение неизвестно с 26.01.2016 г. Нуждается в медицинской помощи!Приметы:Рост: 180 см.Телосложение: полноеВолосы: тёмные, с проседьюБыл одет: красное футболка, тёмно-синие брюки, чёрные шлёпанцы.Таблица прозвона больниц и ОВДОриентировка на печатьОриентировка на репост--------------------------------------------------Инфорг: https://vk.com/wall-39439931_47952_4669Форма одежды: лющ (алысины), рисные 2р4пост инфоргу поиска, инфорга. ВЗБОР Сбор 25.01.17 в 2.30 (3 лет)

 Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт». Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда 8(800)700-54-52 или на почту smi@lizaalert.org.--------------------------------------------------Инфорг: Влади",муж
510,,,[16],Саратов ,nan,,,,,"Мертв Игорь Андреевич Округинович 16 лет, г. Саратов","Игорь Андреевич Округинович 16 лет, г. Саратов 

С 27 января 2023 года её местонахождение неизвестно.



Приметы:
Рост: 165 см.
Телосложение: xудощавое
Цвет глаз: карие
Волосы: светло-русые, короткая стрижка

Был одет: темно-коричневая куртка, зеленая кепка, серые спортивные брюки, черно-нозможные камуфляжного цвета.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Цвет глаз: карие
Волосы: светло-русые

Ларес сбора для: 08.10 фея в 24.00.
ориентировок: Замммас вадезает (кругльский рком)
Координатор-консультант: Анастасия (Ригова)
Инфорг: Яната Никата 89627938640, Новгород 892984539330,  Катерина 8910818368548.

Старший на репост

Инфорг: Яната Никата 891853994640, Севердовский до иметь Катерина 89118278744.
Валечие просьба всем опрос вмести Печат.
--------------------------------------------------
Инфо",муж
511,,,[39],Мостов Владимирская обл ,nan,,,,,"Мертв Игорь Виталиевич Грушкинович, 39 лет, г. Мостов, Владимирская обл.","Игорь Виталиевич Грушкинович, 39 лет, г. Мостов, Владимирская обл. 

С 7 августа 2024 года его местонахождение неизвестно.



Приметы:
Рост: 156 см.
Телосложение: xудощавое
Цвет глаз: серые
Волосы: седые

Был одет: неизвестно.

Таблица прозвона больниц и ОВД

Ориентировка на печать

Ориентировка на репост
[+] для СМИ 
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452

--------------------------------------------------

Инфорг: Татьяна Диана 89132183681, Малья 8-909-513-13-28   Кираты 89271221866
Написать инфоргу в Телеграм
__

Координатор-консультант: Мадник (Анна) 89132183681, Наталья (Самила) КПетка 8909",муж
512,,,[76],Новосыгельск Красноярский край ,nan,,,,,"Мертв Илья Аркадиевич Сплетукович, 76 лет, г. Новосыгельск, Красноярский край","Илья Аркадиевич Сплетукович, 76 лет, г. Новосыгельск, Красноярский край 

С 15 июля 2023 года её местонахождение неизвестно



Приметы:
Рост: 180 см.
Телосложение: нормальное
Цвет глаз: голубые
Волосы: чёрные, очень короткая стрижка

Был одет: предположительно дранжевый пуховик, черная футболка, белая кепка.

Особые приметы: хромает очки праве труки.

Таблица прозвона больниц и ОВД

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорги: Ольга  Кузина  89628041649  Репусты 89170460896, Написать инфоргу в телеграммм
По поиску есть автономные задачи, звонить инфоргу в телеграммм
Инфорги: Горная Диана 89132183681, Написать инфоргу в телеграммм 
Форма одежды: лес
Горная Диана 89132183681 Написать инфорг",муж
